platform,brand,campaign_type,spend,impressions,clicks,orders,revenue,day_of_week,is_weekend,CTR,ROAS,CPC,is_risky
Zepto,Ariel,Sponsored_Display,30849.25,376453,3651,77,50070.88,2,0,0.0097,1.62,8.45,1
Zepto,Oreo,Sponsored_Products,8281.59,58800,2141,292,36161.56,6,1,0.0364,4.37,3.87,0
Zepto,Ariel,Sponsored_Brands,48135.73,217711,3636,170,124654.77,1,0,0.0167,2.59,13.24,1
Swiggy,Dove,Sponsored_Display,26159.09,382336,2523,55,30904.33,2,0,0.0066,1.18,10.37,1
Blinkit,Bingo,Sponsored_Display,4108.47,56112,404,12,1073.57,3,0,0.0072,0.26,10.17,1
Blinkit,Cadbury,Sponsored_Brands,31528.23,156635,3657,179,42230.08,2,0,0.0233,1.34,8.62,1
Swiggy,Cadbury,Sponsored_Display,13033.35,172471,1556,35,8162.56,1,0,0.009,0.63,8.38,1
Zepto,Ariel,Sponsored_Display,40282.83,402424,3094,67,47294.34,3,0,0.0077,1.17,13.02,1
Swiggy,Sunfeast,Sponsored_Display,40982.19,624409,5760,126,22894.08,0,0,0.0092,0.56,7.11,1
Swiggy,Ariel,Sponsored_Brands,48957.89,307616,4617,184,125848.03,1,0,0.015,2.57,10.6,1
Swiggy,Dove,Sponsored_Brands,25342.54,129752,2844,130,69936.74,4,0,0.0219,2.76,8.91,1
Blinkit,Sunfeast,Sponsored_Brands,23020.37,119585,2193,156,31349.23,5,1,0.0183,1.36,10.5,1
Swiggy,Dove,Sponsored_Brands,37797.04,246087,6062,229,118313.23,1,0,0.0246,3.13,6.24,0
Blinkit,Knorr,Sponsored_Products,7057.3,48944,1812,168,27544.81,3,0,0.037,3.9,3.89,0
Blinkit,Bingo,Sponsored_Display,27572.32,308545,3056,116,11035.9,6,1,0.0099,0.4,9.02,1
Blinkit,Cadbury,Sponsored_Brands,27539.26,124627,2991,197,48127.44,5,1,0.024,1.75,9.21,1
Zepto,Cadbury,Sponsored_Display,4928.92,55902,547,9,2314.3,1,0,0.0098,0.47,9.01,1
Blinkit,Knorr,Sponsored_Display,21190.21,270678,1981,42,6407.99,0,0,0.0073,0.3,10.7,1
Blinkit,Surf_Excel,Sponsored_Products,42737.6,301549,12301,1720,1277723.4,6,1,0.0408,29.9,3.47,0
Zepto,Bingo,Sponsored_Brands,42879.6,186089,4208,219,17369.21,0,0,0.0226,0.41,10.19,1
Blinkit,Sunfeast,Sponsored_Brands,5412.26,28924,503,31,5171.4,4,0,0.0174,0.96,10.76,1
Swiggy,Knorr,Sponsored_Display,4990.68,74564,634,15,2203.76,6,1,0.0085,0.44,7.87,1
Swiggy,Sunfeast,Sponsored_Brands,13503.43,85676,1656,93,16772.15,2,0,0.0193,1.24,8.15,1
Blinkit,Ariel,Sponsored_Display,43800.92,560844,6052,230,166039.26,6,1,0.0108,3.79,7.24,0
Zepto,Oreo,Sponsored_Display,6880.68,68023,458,8,991.46,5,1,0.0067,0.14,15.02,1
Swiggy,Cadbury,Sponsored_Products,36139.84,355767,12586,1117,295759.3,6,1,0.0354,8.18,2.87,0
Zepto,Sunfeast,Sponsored_Products,5507.7,41806,1466,152,28569.49,3,0,0.0351,5.19,3.76,0
Zepto,Dove,Sponsored_Products,31345.32,191493,7541,419,202094.44,3,0,0.0394,6.45,4.16,0
Swiggy,Sunfeast,Sponsored_Display,18125.33,235634,1527,28,4824.88,2,0,0.0065,0.27,11.87,1
Zepto,Oreo,Sponsored_Brands,39551.24,188607,5635,480,51724.43,6,1,0.0299,1.31,7.02,1
Swiggy,Bingo,Sponsored_Products,12067.68,120297,5243,382,30231.35,0,0,0.0436,2.51,2.3,1
Zepto,Cadbury,Sponsored_Brands,32140.49,151384,3827,217,57460.93,0,0,0.0253,1.79,8.4,1
Swiggy,Ariel,Sponsored_Products,12166.29,120498,5418,258,188637.01,1,0,0.045,15.5,2.25,0
Blinkit,Knorr,Sponsored_Products,35826.18,323068,12591,1481,234604.02,4,0,0.039,6.55,2.85,0
Swiggy,Ariel,Sponsored_Display,43747.06,671844,6703,172,118651.4,5,1,0.01,2.71,6.53,1
Swiggy,Oreo,Sponsored_Products,6776.69,50910,1930,173,20746.97,4,0,0.0379,3.06,3.51,0
Swiggy,Cadbury,Sponsored_Products,43396.49,324462,14299,1682,466664.04,6,1,0.0441,10.75,3.03,0
Swiggy,Sunfeast,Sponsored_Display,29881.98,409022,2297,28,4589.67,4,0,0.0056,0.15,13.01,1
Zepto,Bingo,Sponsored_Brands,6791.97,33324,588,27,2295.45,1,0,0.0176,0.34,11.55,1
Blinkit,Surf_Excel,Sponsored_Products,21663.32,193160,7466,674,506573.0,4,0,0.0387,23.38,2.9,0
Swiggy,Bingo,Sponsored_Display,8462.58,107016,819,16,1623.97,2,0,0.0077,0.19,10.33,1
Zepto,Surf_Excel,Sponsored_Products,35167.22,251508,9567,592,471004.03,1,0,0.038,13.39,3.68,0
Blinkit,Dove,Sponsored_Display,38063.97,473200,4757,98,59747.14,2,0,0.0101,1.57,8.0,1
Blinkit,Bingo,Sponsored_Brands,5736.93,33251,840,51,4294.32,6,1,0.0253,0.75,6.83,1
Blinkit,Cadbury,Sponsored_Brands,25553.92,136986,3227,151,37121.89,1,0,0.0236,1.45,7.92,1
Blinkit,Surf_Excel,Sponsored_Display,40823.94,532397,5422,167,132021.75,6,1,0.0102,3.23,7.53,0
Swiggy,Knorr,Sponsored_Display,46840.07,618204,5592,164,23132.71,6,1,0.009,0.49,8.38,1
Swiggy,Cadbury,Sponsored_Display,25919.13,317124,2728,60,15985.37,4,0,0.0086,0.62,9.5,1
Zepto,Knorr,Sponsored_Brands,47538.82,190662,3294,127,19372.32,2,0,0.0173,0.41,14.43,1
Zepto,Bingo,Sponsored_Products,27016.6,205768,6071,562,56401.6,6,1,0.0295,2.09,4.45,1
Zepto,Knorr,Sponsored_Brands,20012.43,93741,1529,69,9286.0,2,0,0.0163,0.46,13.09,1
Blinkit,Surf_Excel,Sponsored_Display,42486.05,473320,4917,83,55738.32,2,0,0.0104,1.31,8.64,1
Blinkit,Cadbury,Sponsored_Display,24902.64,314905,2073,39,9418.1,1,0,0.0066,0.38,12.01,1
Swiggy,Sunfeast,Sponsored_Brands,23859.17,124604,2694,112,22833.27,3,0,0.0216,0.96,8.86,1
Blinkit,Oreo,Sponsored_Display,24770.47,343237,2290,51,5583.98,4,0,0.0067,0.23,10.82,1
Blinkit,Surf_Excel,Sponsored_Brands,42415.86,207000,5034,317,250768.89,6,1,0.0243,5.91,8.43,0
Blinkit,Surf_Excel,Sponsored_Display,41681.11,571409,4996,75,51638.44,2,0,0.0087,1.24,8.34,1
Zepto,Sunfeast,Sponsored_Products,20474.24,162427,4867,390,72556.45,5,1,0.03,3.54,4.21,0
Zepto,Cadbury,Sponsored_Products,16998.34,130519,5029,313,79321.06,3,0,0.0385,4.67,3.38,0
Swiggy,Cadbury,Sponsored_Display,24850.44,329922,4108,126,29470.73,6,1,0.0125,1.19,6.05,1
Blinkit,Ariel,Sponsored_Brands,28852.24,165828,5062,307,195510.89,5,1,0.0305,6.78,5.7,0
Blinkit,Bingo,Sponsored_Products,12297.69,107049,4256,491,46143.76,4,0,0.0398,3.75,2.89,0
Swiggy,Knorr,Sponsored_Brands,39800.78,205004,3517,108,14368.22,4,0,0.0172,0.36,11.32,1
Blinkit,Bingo,Sponsored_Display,24580.9,333096,1965,34,2947.61,2,0,0.0059,0.12,12.51,1
Blinkit,Sunfeast,Sponsored_Brands,17035.25,95480,1953,114,19868.59,2,0,0.0205,1.17,8.72,1
Zepto,Bingo,Sponsored_Products,5787.64,42800,1314,127,10784.2,6,1,0.0307,1.86,4.4,1
Swiggy,Sunfeast,Sponsored_Brands,12322.84,64717,1319,57,10371.48,1,0,0.0204,0.84,9.34,1
Swiggy,Cadbury,Sponsored_Brands,47489.42,288084,6571,349,84100.07,3,0,0.0228,1.77,7.23,1
Swiggy,Knorr,Sponsored_Display,15602.43,218633,1587,25,3350.5,6,1,0.0073,0.21,9.83,1
Swiggy,Bingo,Sponsored_Display,8858.53,122881,1189,17,1738.82,3,0,0.0097,0.2,7.45,1
Zepto,Surf_Excel,Sponsored_Display,23303.3,232765,2239,41,28315.54,2,0,0.0096,1.22,10.41,1
Zepto,Dove,Sponsored_Products,15700.84,107897,4569,492,266845.86,4,0,0.0423,17.0,3.44,0
Blinkit,Ariel,Sponsored_Products,2240.38,19027,468,41,29105.56,2,0,0.0246,12.99,4.79,0
Blinkit,Oreo,Sponsored_Display,16495.69,205913,2059,49,6059.36,4,0,0.01,0.37,8.01,1
Blinkit,Surf_Excel,Sponsored_Display,27433.38,309883,3287,72,52809.65,6,1,0.0106,1.93,8.35,1
Blinkit,Cadbury,Sponsored_Products,27809.76,248843,8514,651,173833.23,4,0,0.0342,6.25,3.27,0
Zepto,Oreo,Sponsored_Products,18149.67,132469,4433,474,62497.42,2,0,0.0335,3.44,4.09,0
Swiggy,Dove,Sponsored_Products,22641.49,197139,5799,392,216133.27,0,0,0.0294,9.55,3.9,0
Zepto,Dove,Sponsored_Products,48293.14,362689,9241,704,392947.05,3,0,0.0255,8.14,5.23,0
Blinkit,Knorr,Sponsored_Display,19178.75,227755,2754,64,10445.54,5,1,0.0121,0.54,6.96,1
Zepto,Oreo,Sponsored_Products,13282.23,81570,2401,138,15706.15,4,0,0.0294,1.18,5.53,1
Swiggy,Knorr,Sponsored_Display,12551.62,163270,1443,23,3248.17,4,0,0.0088,0.26,8.7,1
Swiggy,Surf_Excel,Sponsored_Brands,23159.35,129296,2941,127,90272.45,0,0,0.0227,3.9,7.87,0
Zepto,Sunfeast,Sponsored_Brands,38096.25,189574,3910,182,30284.91,6,1,0.0206,0.79,9.74,1
Zepto,Sunfeast,Sponsored_Products,10696.42,82568,3981,363,69003.32,6,1,0.0482,6.45,2.69,0
Zepto,Sunfeast,Sponsored_Brands,35610.16,158016,4836,209,41223.96,6,1,0.0306,1.16,7.36,1
Blinkit,Oreo,Sponsored_Brands,1546.92,6976,134,8,906.2,5,1,0.0192,0.59,11.54,1
Zepto,Sunfeast,Sponsored_Brands,21237.18,90755,1616,83,15388.47,1,0,0.0178,0.72,13.14,1
Zepto,Surf_Excel,Sponsored_Products,38905.32,245945,10011,557,416545.39,0,0,0.0407,10.71,3.89,0
Zepto,Knorr,Sponsored_Products,17267.28,118702,6352,836,120440.78,5,1,0.0535,6.98,2.72,0
Swiggy,Oreo,Sponsored_Brands,28404.99,171468,3496,115,13241.06,0,0,0.0204,0.47,8.12,1
Swiggy,Knorr,Sponsored_Display,10646.47,156118,1039,25,3861.49,4,0,0.0067,0.36,10.25,1
Blinkit,Oreo,Sponsored_Brands,37228.77,212044,4284,188,23486.46,3,0,0.0202,0.63,8.69,1
Blinkit,Knorr,Sponsored_Products,3087.82,22955,868,79,13418.16,0,0,0.0378,4.35,3.56,0
Swiggy,Dove,Sponsored_Products,42700.86,363577,11242,787,411247.02,1,0,0.0309,9.63,3.8,0
Swiggy,Knorr,Sponsored_Products,10310.72,88123,2350,133,20638.82,2,0,0.0267,2.0,4.39,1
Swiggy,Sunfeast,Sponsored_Brands,43782.7,238487,6347,329,59749.73,5,1,0.0266,1.36,6.9,1
Zepto,Dove,Sponsored_Display,17950.2,194685,1137,23,11922.96,0,0,0.0058,0.66,15.79,1
Zepto,Knorr,Sponsored_Products,36272.84,222843,6315,438,68219.79,0,0,0.0283,1.88,5.74,1
Swiggy,Oreo,Sponsored_Products,16301.65,142903,5733,516,58928.38,1,0,0.0401,3.61,2.84,0
Zepto,Oreo,Sponsored_Brands,45342.63,215371,5168,176,20675.16,3,0,0.024,0.46,8.77,1
Zepto,Ariel,Sponsored_Display,6768.54,75434,580,12,7613.34,0,0,0.0077,1.12,11.67,1
Blinkit,Oreo,Sponsored_Brands,9336.73,46660,1158,53,6926.36,0,0,0.0248,0.74,8.06,1
Swiggy,Cadbury,Sponsored_Products,24904.99,248642,9875,480,136853.61,3,0,0.0397,5.5,2.52,0
Swiggy,Surf_Excel,Sponsored_Display,4555.95,67373,461,8,5753.01,1,0,0.0068,1.26,9.88,1
Zepto,Oreo,Sponsored_Display,10201.02,122605,1263,25,3307.79,5,1,0.0103,0.32,8.08,1
Swiggy,Dove,Sponsored_Products,47216.44,406427,20683,1593,801049.65,5,1,0.0509,16.97,2.28,0
Blinkit,Ariel,Sponsored_Display,48836.24,618260,5145,145,109317.24,0,0,0.0083,2.24,9.49,1
Blinkit,Oreo,Sponsored_Display,19124.84,221513,1330,22,2744.17,3,0,0.006,0.14,14.38,1
Blinkit,Cadbury,Sponsored_Brands,46202.66,234820,4157,246,58358.92,0,0,0.0177,1.26,11.11,1
Swiggy,Sunfeast,Sponsored_Products,27468.82,260244,8070,666,117846.3,6,1,0.031,4.29,3.4,0
Swiggy,Dove,Sponsored_Products,13852.25,136638,3854,287,150110.71,2,0,0.0282,10.84,3.59,0
Swiggy,Cadbury,Sponsored_Products,35268.74,353732,19207,1998,484616.92,5,1,0.0543,13.74,1.84,0
Swiggy,Sunfeast,Sponsored_Products,33115.64,304355,11593,1198,224816.99,6,1,0.0381,6.79,2.86,0
Swiggy,Bingo,Sponsored_Products,49461.7,383583,10377,598,47083.95,4,0,0.0271,0.95,4.77,1
Blinkit,Bingo,Sponsored_Display,13619.84,151306,1181,18,1835.99,2,0,0.0078,0.13,11.53,1
Zepto,Dove,Sponsored_Brands,33766.95,142591,3594,144,86134.05,0,0,0.0252,2.55,9.4,1
Blinkit,Knorr,Sponsored_Products,3075.18,21293,878,69,10658.65,1,0,0.0412,3.47,3.5,0
Swiggy,Surf_Excel,Sponsored_Brands,6125.48,35875,658,50,36006.63,5,1,0.0183,5.88,9.31,0
Blinkit,Ariel,Sponsored_Brands,693.96,3587,92,4,2973.59,4,0,0.0256,4.28,7.54,0
Swiggy,Surf_Excel,Sponsored_Display,49973.3,707746,5248,111,92422.28,2,0,0.0074,1.85,9.52,1
Swiggy,Cadbury,Sponsored_Products,40212.55,374341,19385,1672,438438.0,5,1,0.0518,10.9,2.07,0
Blinkit,Sunfeast,Sponsored_Display,39442.79,543877,5094,120,22534.95,3,0,0.0094,0.57,7.74,1
Swiggy,Surf_Excel,Sponsored_Products,25731.44,225288,9460,452,328047.58,1,0,0.042,12.75,2.72,0
Zepto,Sunfeast,Sponsored_Display,15353.32,186775,1921,30,5382.74,2,0,0.0103,0.35,7.99,1
Swiggy,Sunfeast,Sponsored_Brands,7987.58,42370,889,41,7677.87,3,0,0.021,0.96,8.98,1
Zepto,Cadbury,Sponsored_Products,14591.4,103830,3459,384,89694.92,6,1,0.0333,6.15,4.22,0
Zepto,Cadbury,Sponsored_Brands,19110.58,87622,1255,45,11585.46,0,0,0.0143,0.61,15.23,1
Swiggy,Cadbury,Sponsored_Brands,37937.35,189973,4243,125,30680.21,3,0,0.0223,0.81,8.94,1
Blinkit,Surf_Excel,Sponsored_Display,27213.26,313725,3250,73,55260.66,2,0,0.0104,2.03,8.37,1
Zepto,Bingo,Sponsored_Products,4335.44,30896,1312,81,6910.24,2,0,0.0425,1.59,3.3,1
Blinkit,Cadbury,Sponsored_Brands,1392.44,6545,145,13,2947.81,6,1,0.0222,2.12,9.6,1
Zepto,Ariel,Sponsored_Display,5565.44,59513,398,9,5455.51,0,0,0.0067,0.98,13.98,1
Swiggy,Surf_Excel,Sponsored_Products,20819.69,200773,8840,660,515563.67,3,0,0.044,24.76,2.36,0
Swiggy,Cadbury,Sponsored_Products,46693.05,388292,13549,1280,343587.43,3,0,0.0349,7.36,3.45,0
Zepto,Oreo,Sponsored_Brands,32051.42,168639,3473,170,21608.22,0,0,0.0206,0.67,9.23,1
Swiggy,Sunfeast,Sponsored_Products,40190.38,368986,12228,722,124622.23,3,0,0.0331,3.1,3.29,0
Zepto,Ariel,Sponsored_Brands,23585.54,105365,3077,246,160751.75,5,1,0.0292,6.82,7.67,0
Swiggy,Cadbury,Sponsored_Products,18402.47,179763,7859,528,126644.79,0,0,0.0437,6.88,2.34,0
Blinkit,Dove,Sponsored_Display,5865.82,74198,505,10,6024.81,1,0,0.0068,1.03,11.62,1
Swiggy,Sunfeast,Sponsored_Brands,43858.68,258867,5081,288,49038.96,2,0,0.0196,1.12,8.63,1
Blinkit,Sunfeast,Sponsored_Brands,39266.42,214394,4747,276,52010.22,1,0,0.0221,1.32,8.27,1
Swiggy,Cadbury,Sponsored_Products,8821.85,85636,3267,314,81022.73,5,1,0.0381,9.18,2.7,0
Blinkit,Bingo,Sponsored_Products,25856.9,182329,7197,644,58468.2,6,1,0.0395,2.26,3.59,1
Swiggy,Knorr,Sponsored_Brands,24625.05,136202,2413,127,19544.16,5,1,0.0177,0.79,10.21,1
Blinkit,Bingo,Sponsored_Products,31442.03,248984,8343,594,55390.02,4,0,0.0335,1.76,3.77,1
Zepto,Cadbury,Sponsored_Display,47336.25,486738,3065,41,11168.52,4,0,0.0063,0.24,15.44,1
Zepto,Sunfeast,Sponsored_Products,29198.69,201895,8257,575,107958.6,4,0,0.0409,3.7,3.54,0
Blinkit,Ariel,Sponsored_Display,27240.75,323787,2052,34,22332.69,0,0,0.0063,0.82,13.28,1
Swiggy,Dove,Sponsored_Display,2990.99,44258,252,6,2930.86,3,0,0.0057,0.98,11.87,1
Blinkit,Ariel,Sponsored_Display,3613.92,49041,396,11,8416.38,5,1,0.0081,2.33,9.13,1
Swiggy,Ariel,Sponsored_Display,9773.67,137524,1041,19,11708.19,1,0,0.0076,1.2,9.39,1
Zepto,Sunfeast,Sponsored_Display,2107.3,21159,165,3,536.58,6,1,0.0078,0.25,12.77,1
Swiggy,Bingo,Sponsored_Products,37295.97,372598,10286,677,61453.39,1,0,0.0276,1.65,3.63,1
Zepto,Dove,Sponsored_Display,36304.85,422309,3495,89,45515.89,1,0,0.0083,1.25,10.39,1
Swiggy,Surf_Excel,Sponsored_Products,7234.78,62035,2493,130,91400.55,1,0,0.0402,12.63,2.9,0
Swiggy,Oreo,Sponsored_Display,41885.91,676399,6427,129,16717.5,6,1,0.0095,0.4,6.52,1
Swiggy,Sunfeast,Sponsored_Brands,8161.91,45979,869,39,6625.17,4,0,0.0189,0.81,9.39,1
Blinkit,Cadbury,Sponsored_Display,15408.19,167554,1084,18,4246.52,1,0,0.0065,0.28,14.21,1
Blinkit,Surf_Excel,Sponsored_Brands,12824.36,61160,1774,149,111874.03,6,1,0.029,8.72,7.23,0
Zepto,Oreo,Sponsored_Display,18929.2,203604,1970,50,6209.6,6,1,0.0097,0.33,9.61,1
Zepto,Cadbury,Sponsored_Display,13105.86,142765,1219,28,7214.14,3,0,0.0085,0.55,10.75,1
Blinkit,Ariel,Sponsored_Display,24703.07,292818,2726,64,39415.29,6,1,0.0093,1.6,9.06,1
Zepto,Knorr,Sponsored_Brands,20666.69,91452,2347,106,15099.24,4,0,0.0257,0.73,8.81,1
Blinkit,Cadbury,Sponsored_Brands,49335.19,283158,6590,299,77812.3,1,0,0.0233,1.58,7.49,1
Swiggy,Dove,Sponsored_Display,3268.35,45789,539,12,6566.21,6,1,0.0118,2.01,6.06,1
Zepto,Dove,Sponsored_Products,7537.98,47555,1329,71,35082.61,0,0,0.0279,4.65,5.67,0
Zepto,Knorr,Sponsored_Display,3114.88,31004,308,7,1126.33,6,1,0.0099,0.36,10.11,1
Blinkit,Surf_Excel,Sponsored_Brands,31479.14,166632,4215,289,231932.6,2,0,0.0253,7.37,7.47,0
Zepto,Oreo,Sponsored_Display,3198.21,33440,216,5,644.31,2,0,0.0065,0.2,14.81,1
Zepto,Cadbury,Sponsored_Brands,41903.77,175017,3480,118,30022.66,2,0,0.0199,0.72,12.04,1
Swiggy,Dove,Sponsored_Brands,25840.96,138113,2491,191,97920.33,6,1,0.018,3.79,10.37,0
Zepto,Surf_Excel,Sponsored_Brands,26586.88,135978,3447,198,155668.06,4,0,0.0253,5.86,7.71,0
Swiggy,Knorr,Sponsored_Display,28298.93,396043,2427,46,6863.31,1,0,0.0061,0.24,11.66,1
Blinkit,Bingo,Sponsored_Brands,8955.28,41118,935,51,4668.56,5,1,0.0227,0.52,9.58,1
Zepto,Sunfeast,Sponsored_Brands,10285.67,51558,1023,69,12889.19,5,1,0.0198,1.25,10.05,1
Swiggy,Bingo,Sponsored_Display,16281.46,258318,2427,67,5534.84,5,1,0.0094,0.34,6.71,1
Blinkit,Bingo,Sponsored_Brands,29878.07,131718,3352,248,22954.59,4,0,0.0254,0.77,8.91,1
Zepto,Dove,Sponsored_Display,10900.83,135589,981,17,10498.67,3,0,0.0072,0.96,11.11,1
Blinkit,Ariel,Sponsored_Brands,6258.42,29322,476,34,23807.42,0,0,0.0162,3.8,13.15,0
Zepto,Ariel,Sponsored_Products,48520.79,305310,9226,522,371723.81,0,0,0.0302,7.66,5.26,0
Blinkit,Knorr,Sponsored_Products,1588.1,13906,434,51,8105.28,2,0,0.0312,5.1,3.66,0
Blinkit,Cadbury,Sponsored_Brands,40233.52,220126,3290,153,35364.7,2,0,0.0149,0.88,12.23,1
Swiggy,Ariel,Sponsored_Products,39507.74,371958,16323,1344,941738.65,6,1,0.0439,23.84,2.42,0
Blinkit,Bingo,Sponsored_Display,15212.1,192191,1307,37,3179.14,5,1,0.0068,0.21,11.64,1
Zepto,Ariel,Sponsored_Products,7213.52,46399,1937,143,101600.62,6,1,0.0417,14.08,3.72,0
Zepto,Bingo,Sponsored_Brands,7708.62,38623,965,77,7523.03,5,1,0.025,0.98,7.99,1
Swiggy,Oreo,Sponsored_Brands,35022.87,174692,4411,185,23159.47,2,0,0.0253,0.66,7.94,1
Zepto,Dove,Sponsored_Display,32318.93,346753,3599,47,24551.4,1,0,0.0104,0.76,8.98,1
Zepto,Dove,Sponsored_Brands,39245.91,192087,3202,184,95037.55,3,0,0.0167,2.42,12.26,1
Zepto,Cadbury,Sponsored_Display,46905.32,503782,4113,88,23158.63,6,1,0.0082,0.49,11.4,1
Blinkit,Ariel,Sponsored_Products,34750.4,240183,10183,1188,854539.37,3,0,0.0424,24.59,3.41,0
Blinkit,Ariel,Sponsored_Products,8214.65,57837,2504,145,107502.29,3,0,0.0433,13.09,3.28,0
Zepto,Sunfeast,Sponsored_Display,12550.41,130908,813,15,2522.91,3,0,0.0062,0.2,15.44,1
Swiggy,Surf_Excel,Sponsored_Display,42188.59,660618,6255,74,51679.55,2,0,0.0095,1.22,6.74,1
Blinkit,Oreo,Sponsored_Brands,10860.65,52890,902,41,4983.47,0,0,0.0171,0.46,12.04,1
Swiggy,Dove,Sponsored_Products,4089.85,39436,1112,66,39330.7,2,0,0.0282,9.62,3.68,0
Zepto,Oreo,Sponsored_Display,35312.36,389704,2634,52,5442.91,3,0,0.0068,0.15,13.41,1
Zepto,Dove,Sponsored_Products,20425.05,144185,4740,283,169449.93,2,0,0.0329,8.3,4.31,0
Blinkit,Oreo,Sponsored_Display,46041.98,594124,5108,149,18996.08,3,0,0.0086,0.41,9.01,1
Zepto,Knorr,Sponsored_Products,32687.63,213382,5802,468,64824.48,4,0,0.0272,1.98,5.63,1
Blinkit,Bingo,Sponsored_Brands,4975.74,25441,475,39,3490.12,5,1,0.0187,0.7,10.48,1
Zepto,Dove,Sponsored_Products,47418.9,370954,10177,862,499090.08,0,0,0.0274,10.53,4.66,0
Zepto,Oreo,Sponsored_Products,13298.58,99386,4250,238,30781.63,4,0,0.0428,2.31,3.13,1
Blinkit,Ariel,Sponsored_Products,17192.02,135989,4216,318,215839.15,1,0,0.031,12.55,4.08,0
Blinkit,Surf_Excel,Sponsored_Products,20411.89,147136,5674,604,436082.17,2,0,0.0386,21.36,3.6,0
Blinkit,Knorr,Sponsored_Products,3035.6,23634,967,74,11854.26,1,0,0.0409,3.91,3.14,0
Zepto,Knorr,Sponsored_Brands,25077.51,117436,2086,137,20259.97,6,1,0.0178,0.81,12.02,1
Zepto,Surf_Excel,Sponsored_Display,6604.27,66104,524,10,7425.31,2,0,0.0079,1.12,12.6,1
Swiggy,Oreo,Sponsored_Products,20348.03,187802,9871,1034,108697.27,5,1,0.0526,5.34,2.06,0
Blinkit,Ariel,Sponsored_Brands,17860.13,84657,1962,134,91096.92,4,0,0.0232,5.1,9.1,0
Zepto,Cadbury,Sponsored_Products,38755.58,266780,12526,1391,336401.24,5,1,0.047,8.68,3.09,0
Zepto,Surf_Excel,Sponsored_Products,40256.94,317430,11371,1442,1144590.79,6,1,0.0358,28.43,3.54,0
Blinkit,Oreo,Sponsored_Display,8093.94,100699,746,21,2367.69,3,0,0.0074,0.29,10.85,1
Swiggy,Surf_Excel,Sponsored_Products,18644.28,173352,8804,616,487630.49,5,1,0.0508,26.15,2.12,0
Blinkit,Surf_Excel,Sponsored_Brands,18980.98,95664,2636,229,187524.13,5,1,0.0276,9.88,7.2,0
Swiggy,Dove,Sponsored_Brands,7994.82,45136,726,22,11076.59,3,0,0.0161,1.39,11.01,1
Zepto,Oreo,Sponsored_Display,40023.45,447040,2900,39,4386.46,2,0,0.0065,0.11,13.8,1
Swiggy,Cadbury,Sponsored_Products,35507.8,295382,9458,869,208113.04,3,0,0.032,5.86,3.75,0
Zepto,Bingo,Sponsored_Brands,9923.9,43588,706,40,3762.86,4,0,0.0162,0.38,14.06,1
Blinkit,Dove,Sponsored_Products,18652.73,129440,4297,415,203630.24,5,1,0.0332,10.92,4.34,0
Blinkit,Surf_Excel,Sponsored_Products,5737.35,47887,2096,130,96395.9,3,0,0.0438,16.8,2.74,0
Blinkit,Bingo,Sponsored_Products,31596.23,217083,11840,1595,161575.8,6,1,0.0545,5.11,2.67,0
Swiggy,Sunfeast,Sponsored_Display,6507.91,79360,857,14,2506.79,6,1,0.0108,0.39,7.59,1
Zepto,Bingo,Sponsored_Products,49303.74,360946,13098,1436,133914.2,5,1,0.0363,2.72,3.76,1
Blinkit,Surf_Excel,Sponsored_Brands,39143.76,181092,4106,299,249954.53,4,0,0.0227,6.39,9.53,0
Blinkit,Surf_Excel,Sponsored_Products,19816.81,151509,4362,396,325136.93,1,0,0.0288,16.41,4.54,0
Zepto,Ariel,Sponsored_Brands,29138.91,121858,1992,107,66866.63,4,0,0.0163,2.29,14.63,1
Blinkit,Oreo,Sponsored_Products,45611.42,385529,10362,1131,126383.95,0,0,0.0269,2.77,4.4,1
Zepto,Oreo,Sponsored_Brands,27927.91,111553,2069,68,7510.02,0,0,0.0185,0.27,13.5,1
Zepto,Dove,Sponsored_Brands,9137.68,47154,704,37,18820.82,0,0,0.0149,2.06,12.98,1
Zepto,Cadbury,Sponsored_Products,19245.82,121401,4867,653,161531.87,5,1,0.0401,8.39,3.95,0
Zepto,Dove,Sponsored_Products,42235.67,274718,8583,636,359961.38,6,1,0.0312,8.52,4.92,0
Zepto,Knorr,Sponsored_Brands,32388.54,135422,3385,156,23852.86,2,0,0.025,0.74,9.57,1
Swiggy,Surf_Excel,Sponsored_Display,32710.86,396963,4568,138,101096.9,6,1,0.0115,3.09,7.16,0
Blinkit,Bingo,Sponsored_Products,43407.66,359176,10374,1197,101904.56,2,0,0.0289,2.35,4.18,1
Swiggy,Sunfeast,Sponsored_Display,44751.67,694642,6622,100,16967.92,2,0,0.0095,0.38,6.76,1
Blinkit,Surf_Excel,Sponsored_Products,46029.73,345219,13178,1674,1084484.42,6,1,0.0382,23.56,3.49,0
Swiggy,Surf_Excel,Sponsored_Products,5195.04,50463,2016,230,181148.37,5,1,0.04,34.87,2.58,0
Zepto,Dove,Sponsored_Products,27434.24,187661,7626,520,281468.43,4,0,0.0406,10.26,3.6,0
Blinkit,Sunfeast,Sponsored_Products,37155.22,320967,8039,536,94709.67,2,0,0.025,2.55,4.62,1
Blinkit,Sunfeast,Sponsored_Display,37967.88,523314,3779,59,10375.01,1,0,0.0072,0.27,10.05,1
